occupation
able seaman
chief of party
chief operator
chief petroleum engineer
chief projectionist
chief technologist, nuclear medicine
chief, computer programmer
child monitor
child-care attendant, school
children's attendant
childrens librarian
childrens tutor
chiller operator
chiller tender
chilling-hood operator
chimney repairer
chimney supervisor, brick
chimney sweep
chin-strap cutter
chinchilla-machine operator
chip tester
chip tuner
chip unloader
chip washer
chip-applying-machine tender
chip-bin conveyor tender
chip-mixing-machine operator
chipper
chipping-machine operator
chiropractor
chiropractor assistant
chlorinator operator
chocolate molder, machine
chocolate temperer
chocolate-production-machine operator
choke reamer
choke setter
chopped-strand operator
chopper
chopping-machine operator
choral director
choreographer
christian science nurse
christian science practitioner
christmas-tree contractor
christmas-tree farm worker
christmas-tree grader
chronograph operator
chronometer assembler and adjuster
chronometer-balance-and-hairspring assembler
chucking-and-boring-machine operator
chucking-and-sawing-machine operator
chucking-machine operator
chucking-machine set-up operator
chucking-machine set-up operator, multiple spindle, vertical
churn operator, margarine
churn tender
churner
chute loader
cigar brander
cigar inspector
cigar maker
cigar packer
cigar-head piercer
cigar-wrapper tender, automatic
cigarette inspector
cigarette tester
cigarette vendor
cigarette-and-filter chief inspector
cigarette-filter-making-machine operator
cigarette-lighter repairer
cigarette-making-machine catcher
cigarette-making-machine operator
cigarette-making-machine-hopper feeder
cigarette-package examiner
cigarette-packing-machine operator
circle beveler
circle edger
circle-cutting-saw operator
circular saw operator
circular sawyer, stone
circular-sawyer helper
circulating process inspector
circulation clerk
circulation-sales representative
circus laborer
circus-train supervisor
cistern-room operator
civil engineer
civil engineering technician
civil preparedness training officer
civil-service clerk
claim adjuster
claim examiner
claims clerk
claims clerk i
claims clerk ii
clam sorter
clamp remover
clamp-jig assembler
clamper
clarifier
clarifier operator
clarifier-operator helper
clarifying-plant operator
classification clerk
classification-control clerk
classified-ad clerk i
classified-ad clerk ii
classifier
classifier operator
classifier tender
clay maker
clay mixer
clay modeler
clay roaster
clay-stain mixer
clay-structure builder and servicer
clean-out driller
clean-out-driller helper
clean-rice broker
clean-rice grader and reel tender
cleaner
cleaner and polisher
cleaner and preparer
cleaner ii
cleaner iii
cleaner, commercial or institutional
cleaner, furniture
cleaner, home restoration service
cleaner, hospital
cleaner, housekeeping
cleaner, industrial
cleaner, laboratory equipment
cleaner, signs
cleaner, wall
cleaner, window
cleaner-touch-up worker
cleaning machine tender, semiconductor wafers
clearance cutter
clearing supervisor
clearing-house clerk
cleat feeder
clergy member
clerical-methods analyst
clerk, general
clerk, route
clerk, telegraph service
clerk, television production
clerk-of-scales
clerk-typist
clicking-machine operator
clinching-machine operator
clinical psychologist
clinical sociologist
clinical therapist
clip coater
clip-and-hanger attacher
clip-bolter and wrapper
clip-loading-machine adjuster
clip-loading-machine feeder
clipper
clipper and turner
clipper, automatic
clipper, machine
clock assembler
clocker
cloth designer
cloth doffer
cloth drier
cloth examiner, hand
cloth examiner, machine
cloth feeder
cloth finisher
cloth folder, hand
cloth framer
cloth grader
cloth inspector
cloth measurer, machine
cloth printer
cloth reeler
cloth sander
cloth shader
cloth spreader, screen printing
cloth tearer
cloth tester
cloth tester, quality
cloth trimmer, machine
cloth winder
cloth-bale header
cloth-bolt bander
cloth-doubling-and-winding-machine operator
cloth-edge singer
cloth-finishing-range operator
cloth-finishing-range operator, chief
cloth-finishing-range tender
cloth-grader supervisor
cloth-mercerizer operator
cloth-printer helper
cloth-printing inspector
cloth-shrinking tester
cloth-shrinking-machine operator
cloth-shrinking-machine-operator helper
cloth-stock sorter
cloth-washer operator
clothespin-drier operator
clothespin-machine operator
clothing-pattern preparer
clown
clutch rebuilder
coach driver
coach, professional athletes
coagulating-bath mixer
coagulation operator
coal pipeline operator
coal sampler
coal trimmer
coal washer
coal-equipment operator
coal-yard supervisor
coat joiner, lockstitch
coat-hanger-shaper-machine operator
coater
coater helper
coater operator
coater operator, insulation board
coater, brake linings
coater, smoking pipe
coating equipment operator, printed circuit boards
coating operator
coating-and-baking operator
coating-and-embossing-unit operator
coating-machine feeder
coating-machine operator
coating-machine operator i
coating-machine operator ii
coating-machine operator, hardboard
coating-machine-operator helper
coating-mixer supervisor
coating-mixer tender
cob sawyer
cobbler
cocoa-bean cleaner
cocoa-bean roaster i
cocoa-bean roaster ii
cocoa-bean-roaster helper
cocoa-butter-filter operator
cocoa-powder-mixer operator
cocoa-press operator
cocoa-room operator
code and test clerk
code inspector
coffee grinder
coffee maker
coffee roaster
coffee roaster, continuous process
coffee weigher
coffee-roaster helper
coil assembler, machine
coil binder
coil connector
coil shaper
coil winder
coil winder, repair
coil-rewind-machine operator
coiled-coil inspector
coiler
coiler operator
coin collector
coin-counter-and-wrapper
coin-machine assembler
coin-machine collector
coin-machine-collector supervisor
coin-machine-service repairer
coke burner
coke drawer, hand
coke inspector
coke loader
coke-crusher operator
cold-mill operator
cold-press loader
cold-roll inspector
collar baster, jumpbasting
collar feller, handstitching machine
collar setter, lockstitch
collar setter, overlock
collar-turner operator
collating-machine operator
collator
collator operator
collator, hand
collection clerk
collector
collet driller
collet gluer
collet maker
colleter
color checker, roving or yarn
color developer
color dipper
color expert
color maker
color matcher
color mixer
color strainer
color tester
color weigher
color-card maker
color-paste mixer
color-printer operator
colorer
colorer, citrus fruit
colorer, hides and skins
coloring checker
coloring-machine operator
colorist
colorist, photography
column precaster
columnist/commentator
comb-machine operator
combat rifle crewmember
combat surveillance and target acquisition crewmember
combat surveillance and target acquisition noncommissioned officer
comber tender
combiner operator
combining-machine operator
comedian
command and control specialist
commander, identification and records
commander, internal affairs
commander, police reserves
commanding officer, homicide squad
commanding officer, investigation division
commanding officer, motor equipment
commanding officer, motorized squad
commanding officer, police
commercial designer
commercial engineer
commercial-instructor supervisor
commissary assistant
commission agent, agricultural produce
commission agent, livestock
communication-center coordinator
communication-center operator
communications consultant
communications coordinator
communications electrician supervisor
communications technician
community dietitian
community service officer, patrol
community-services-and-health-education officer
commutator assembler
compact assembler
companion
company laborer
comparator operator
comparison shopper
compensator
compiler
complaint clerk
complaint evaluation officer
complaint evaluation supervisor
complaint inspector
compo caster
composer
composing-room machinist
composition mixer
composition-roll maker and cutter
composition-stone applicator
composition-weatherboard applier
compositor
compositor apprentice
compound filler
compound finisher
compound mixer
compound worker
compound-coating-machine offbearer
compounder
compounder helper
compounder, cork
compounder, flavorings
compressed-gas-plant worker
compression-molding-machine operator
compression-molding-machine tender
compressor
compressor operator ii
compressor-station engineer, chief
computer operator
computer peripheral equipment operator
computer processing scheduler
computer programmer
computer security coordinator
computer security specialist
computer systems hardware analyst
computer typesetter-keyliner
computer-controlled-color-photograph-printer operator
computerized environmental control installer
concaving-machine operator
concentrator operator
conche operator
concrete rubber
concrete sculptor
concrete-batching and mixing-plant supervisor
concrete-building assembler
concrete-fence builder
concrete-float maker
concrete-mixing-truck driver
concrete-paving-machine operator
concrete-pipe maker
concrete-pipe-making-machine operator
concrete-stone fabricator
concrete-stone finisher
concrete-vault maker
concreting supervisor
condenser setter
condenser-tube tender
conditioner tender
conditioner-tumbler operator
conductor
conductor, orchestra
conductor, yard
conduit mechanic
cone operator
cone treater
confectionery cooker
confectionery-drops-machine operator
configuration management analyst
congressional-district aide
conservation technician
conservator, artifacts
console assembler
construction checker
construction worker i
construction worker ii
construction-and-maintenance inspector
construction-equipment mechanic
construction-equipment-mechanic helper
consultant, education
consultant, educational, state board of nursing
contact clerk
